Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
94JE3720,HIRED GUN,70JE9967,GIPRAT BELLES JADE-ET,,PLEASANT VALLEY PRIME HEATHER,,,,
29HO8763,ARUBA,1HO2053,ROBTHOM INFINITY,,PATRICK-ORCHARD MW ABBIE-ET,,,,
14HO6903,LAMAR,147HO1231,RONELEE TOYSTORY DOMAIN-ET,,STRAUSSDALE B JS LOUELLA-ET,,,,
1HO8967,BALL,14HO3367,SANDY-VALLEY TREDWAY-ET,,CO-OP SHIPS BLAZING-ET,,,,
200HO10894,SCOTCH,534HO0049,IHG MONTANA-ET,,LADYS-MANOR SSH SEASHORE-ET,,,,
1HO6579,ADVANCER,7HO4985,OUT-JOCK CHOICE AMEL,,DIXIE-LEE ADRIENNE-ET,,,,
7HO8530,AUTUMN,7HO6417,O-BEE MANFRED JUSTICE-ET,,LADXS-MANOR AUTUMN,,,,
107HO1347,OMAN,7HO6417,O-BEE MANFRED JUSTICE-ET,,SAM-SIM DIEHARD IRISH,,,,
14HO5130,TRIGG,7HO6417,O-BEE MANFRED JUSTICE-ET,,LAYMONT DUSTER IRENE NEALA,,,,
1HO10931,GENOA,1HO10236,LATUCH FREDDIE LEWIS-ET,,CO-OP JOSE GEEGEE CRI-ET,,,,
203GY0905,SANZ T.E,,C.A. SANSAO,6134,TASA,,,,
543HO0010,SPOON,543HO0085,LIBU INSEME ATTILA,,ALL VEN PLANET SHAKIRA-ET,,,,
200HO5491,REDLIGHT,200HO3067,PURSUIT SEPTEMBER STORM,,GRANDUC BELIEVE RUBENS,,,,
11HO12388,ALTARTIZ,200HO10850,SANDY-VALLEY ANAKINL ET,,PEAK POSH-ET,,,,
29HO10210,GALVANIZE,7HO4637,LADYS-MANOR WINCHESTER-ET,,MORNINGVIEW DUSTER GWEN-ET,,,,
14HO5218,AUTO,14HO3597,KEYSTONE POTTER,,CANYON-BREEZE AARN AMY-ET,,,,
11HO1609,PAULA,23HO0206,SWEET-HAVEN TRADITION,,-,,,,
7HO11578,CONFIRM,1HO8784,BADGER-BLUFF FANNY FREDDIE,,LARCREST CHENIA-ETS,,,,
76HO0151,AHAB,,MERIT ROTATE CAPTEIN-ET,,PIUSHANSKI CLEITUS FARCI,,,,
1HO11970,PUNK-RED,7HO12388,TRIPLECROWN SS DESIRED-ET,,BUTLERVIEW COLT PRAIRIE-ET,,,,
200HO10825,CHART,200HO10314,ZAHBULLS GOVERNOR-ET,,CLAYNOOK COLITA BOMBERO,,,,
14HO6470,WHISKEY,29HO12209,PICTON SHOTTLE-ET,,ZIGGY-VIEW GOLDWYN WINY-ET,,,,
7HO12189,DJANGO,7HO11314,MOUNTFIED SSI DCY MOGUL-ET,,ZIMMERVIEW DOMAIN DORIS-ET,,,,
7HO13505,PAPA P,29HO16996,PINE-TREE HOMERUN-R-ET,,WIND-D-ACRES REFORMICE-P-ET,,,,
1HO6946,MAY,1HO2194,HUNSBERGER ELTON COPPER-ET,,KERNDT MIST DUSTER MAY-ET,,,,
14HO4415,PAYOFF-RED,6HO0817,JA-BOB JORDAN-RED-ET,,NET-A-WAY BELLWOOD PEACHIE,,,,
608HO0019,SYNERGY,551HO3349,TRAMILDA MISSO SOLO-ET,,HFP LULLABY,,,,
7HO8718,SON-RED,200HO3067,PURSIT SEPTEMBER STORM,,DERRWYN MISS SPECIAL-RED-ET,,,,
200HO4614,REDSKIN,70HO0969,STBVQ RUBENS,,LOUBEL MILESTONE SUNSHINE,,,,
29HO17954,LOVER,29HO16714,DE-SU 11236 BALISTO-ET,,CASTEL BOSCO E SHOTT FLORINA,,,,
29HO12892,DROPSHOT,204HO5017,GIBOR,,-,,,,
7HO7915,LING,7HO5653,HALO EMORY BRASS-ET,,PECKENSTEIN BARLO LISA-ET,,,,
158JE0017,ZAPATA-P,8JE0234,J.S. QUICKSILVER ROYAL,,ARTLYN TUT CHADS DELA-P,,,,
11JE0917,BROWN,14JE0365,O.F.MANNIX REBEL-ET,,FOREST GLEN BURGUNDY,,,,
11HO10988,ALTAELVIS,11HO9317,CROCRETT-ACRES OTTO-ET,,STONE-RAIL SHOTTLE ERICA-ET,,,,
29HO16248,SOPRANO,7HO10606,DE-SU OBSERVER,,CABERNET GWN SHINE-ET,,,,
11HO6880,DRYDEN,29HO8343,WA-DEL CONVINCER ET,,REGANCREST DRU-ET,,,,
830860,GERWIN,220HO9602,BEACHLAWN GELPRO TOBEY-ET,,WILHELMINE 23,,,,
11HO8409,GENERAL,39HO0750,CANYOU-BREEZE ALLEN-ET,,BRIGEEN STORM GWEN,,,,
29HO14739,GORHAM,,ENSENADA TABOO PLANET-ET,,SEHILLVIEW OMAN GLISTEN-ET,,,,
TH396,EXTRA,87TH284,30460182,MC472685,พร,,,,
TH386,DIAMOND,87TH284,30460182,77480584,77480584 ฟัก,,,,
97HO0074,SIMON,,528 DELTA CLEITUS JABOT-ET,,GRYPHUS 47-ET,,,,
151HO4080,MUNICH,14HO6090,LAESCHWAY JET BOWSER-ET,,FUSTEAD OMAN SAMMY-ET,,,,
29HO16319,ISADOR,1HO8778,CHARLE SDALE SUPERSTITION-ET,,PENN-ENGLAND JO 5556,,,,
11HO12038,NYGEL,11HO11607,DE-SU ALTASUPERSTAR-ET,,DG RT NADINA-ET,,,,
7HO13942,PRIMO,7HO12600,BACON-HILL PETY MODESTY-ET,,TRIPLECROWN DELTA 26-ET,,,,
514-12,C.S.RAMOS,,RICH-J SOSA-ET,,532375,,,,
054-11,C.K.HOPE,,N.B.KELLY,,WO416F1,,,,
457-12,C.B.J.ROSWELL,,ZIMMERVIEW BLITZ JINTX-ET,,Y0057AI (THA),,,,
470-10,C.G.MAGRATH,,I.B.GLEN-ETS (USA),,X0065AI (THA),,,,
14HO7447,WOODY,29HO13162,SCHILLVIEW OMAN GERARD-ET,,LEGACY-SCH BURT 6277,,,,
29HO6012,MACH,14HO0661,LOVDAL ELEV PETE BUBBA-ET,,SKY-HI MONA BELL-ET,,,,
14BS0381,KALEB,14BS0314,HILLTIP ACRES DRIVER ET,,READS VIGOR KAYLEE,,,,
29HO14459,MUNGO,204HO1748,MASCOL ET,,BRANDT-VIEW ALTON ADA-ET,,,,
1HO10733,JAGER,7HO10524,ROYLANE SOCRA ROBUST-ET,,BEYERCREST JULIA CRI-ET,,,,
14HO13923,FAIRWAY,7HO12611,DE-DU FERDINAND 12489-ET,,S-S-I SPRSIRE MABEL 8828-ET,,,,
200HO2790,FLEX,29HO13366,END-ROAD BEACON-ET,,SEAGULL-BAY OMAN MIROR-ET,,,,
11HO0569,AltaDO-RED,7HO9107,RONELEE SS DURABLE,,FOREST-LAWN P PRUE-RED-ET,,,,
200HO2928,BLACKBERRY,634400,FLEVO GENETICS SNOWMAN,,MISTY SPRINGS M O M BACARDI,,,,
29HO16322,HURST,29HO14142,COYNE-FARMS DORCY-ET,,NO-FLA OMAN HEIDI 20611-ET,,,,
1HO11032,MY WAY,1HO10226,CO-OP UPD AL PERRY 410,,MAPLEHURST NIFTY 2023,,,,
29HO14470,CACTUS,9HO2575,PECKENSTEIN FORM BRET-ET,,BOMAZ LAUDAN 3362-ET,,,,
200HO11653,MONACO,200HO10992,WALNUTLAWN SIDEKICK,,CLAYNOOK MEXX ALLIGATOR,,,,
11JE1070,CAIRNBONE,7JE1000,RICHIES JACE TBONE A364,,3186 (G),,,,
490186,NOG WHISKY,97HO0076,DELTA WEBSTER,,ZARIN,,,,
29HO19301,ZIMMER,29HO18724,ABS ZEBEDEE-ET,,DE-SU FEAZZLED 6998-ET,,,,
234HO9012,CANTUS,29HO16909,LARCREST COMMANDER-ET,,DE-SU SUPERSIRE 2337-ET,,,,
1HO8738,BIO,,VREDEBEST MARIE,,DA-SO-BURN MTOTO BRITANY,,,,
29HO16650,PESKY,290HO14961,RMW ARMITAGE,,WELCOME JOSE PANSEY-ET,,,,
14HO14129,BASIC,7HO12788,MELARRY JOSUPER FRAZZLED-ET,,BLUMENFELD 4508 SPR5054-ET,,,,
1HO7238,KRULL,11HO4623,LEXVOLD LUKE HERSHEL-ET,,TESK-HOLM TRESAS TAYLOR-ET,,,,
1HO9605,KENN,7HO7156,HONEYCREST ELEGANT-ET,,BOMAZ GARTER 2796-ET,,,,
1HO3745,NATURAL,7HO2233,GIL TEX DICTATION-ET,,SINGBROOK M WIN NADINE-ET,,,,
14HO13603,JABRI,7HO13250,S-S-I MONTROSS JEDI-ET,,GENESEE JACEY MABEL-ET,,,,
14HO7911,ACCELMALTA,534HO0049,IHG MONTANA-ET,,LISMORE MISTY,,,,
250HO13261,MISSLE,7HO12165,BACON-HILL MONTROSS-ET,,S-S-I UNO MARA 8395-ET,,,,
7HO12858,CYCLONE,7HO1226,WOODCREST MOGUL YODER-ET,,MORSAN UNO CINERGY-ET,,,,
C5809,พอช,7HO7615,COLBY,MC491136,,,,,
C5811,พีลุส,14HO5962,ROYCE,AN510040,,,,,
C5910,เพียร์,1HO7235,TOYSTORY,,PK5701,,,,
7HO13140,SYNERGY,534HO0010,FARNEAR-TBR-BH CASHCOIN-ET,,S-S-I MOGUL SUPER 7913-ET,,,,
29HO16326,GOMEZ,1HO8778,CHARLESDALE SUPERSTITION-ET,,SCHILLVIEW BOLTON GEANDA,,,,
14HO4433,ALI,200HO0044,STOUDER MOTRY-ET,,HARVUE LEADMAN ALEX,,,,
1HO0727,STAGE,14HO0673,LEKKER IVANHO BELL JESSE-ET,,HOEPF JETSON ROSETTE-ET,,,,
7HO10882,ARSENIO,7HO8221,GOLDEN-OAKS ST ALEXANDER-ET,,DE-SU 7012-ET,,,,
7HO11567,MIDLAND,1HO8784,BADGER-BLUFF FANNY FREDDIE,,SULLY PLANET MONTANA-ET,,,,
1HO10649,POINT,29HO13846,LARS-ACRES SHOT TRIGGER-ET,,CO-OP UPD SHARKY 2712,,,,
11HO0424,ACRES-POLLED-ET,7HO11331,S-S-I DOMAIN LITHIUM-ET,,WIND-D-ACRES TAFFY-P-ET,,,,
44HO0424,ACRES-POLLED-ET,7HO1131,S-S-I DOMAIN LITHIUM-ET,,WIND-D-ACRES TAFFY-P-ET,,,,
11HO0552,AltaRIC-RED,200HO5024,DUDOC MR BURNS,,STELBRO RICKY KAY,,,,
11HO1891,ROTARY,7HO1118,ARLINDA ROTATE,,O-PINTA-LANE FORD NIKI,,,,
7HO10606,OBSERVER,7HO8081,ENSENADA TABOO PLANET-ET,,DE-SU OMAN 6121-ET,,,,
11HO6194,MAGNUS,11HO4063,RICECREST MARTY-ET,,VEAZLAND FORMATION MISSA-ET,,,,
7HO5681,BRAUN,7HO3948,MJR BLACKSTAR EMORY-ET,,SFL MASCOT BOOTPEG-ET,,,,
200HO5049,ASHLAR,200HO0003,BENNER AEROWOOD,,MORNINGVIEW FORM ASHLEY-ET,,,,
11HO5634,JORDAN,11HO3562,SHEN-VAL NV LM FORMATION-ET,,WA-DEL CELSIUS JILL-ET,,,,
200HO5635,FIGHT,29HO12209,PICSTON SHOTTLE-ET,,RALMA DURHAM FLURRY-TW,,,,
11JE0825,ARNOLD,11JE0699,DEBOER JENETTA BARBER BILL-ET,,SUNSET CANYON ALE AMITY-ET,,,,
97HO41912,FIREWALL,11HO11650,NO-FLA ALTAFIREUP,,CLEAR-ECHO OVATION-ET,,,,
1HO10868,FORTIN,1HO10236,LATUCH FREDDIE LEWIS-ET,,MS WELCOME SUPER TRISKA-ET,,,,
11JE1161,TETON,236JE0146,ISDK DJ ZUMA,,CAL-MART FANTOM TONYA 3503-ET,,,,
29HO14733,SHERAC,198HO0100,ALPAG IRON ACTIVE ET,,UFM-DUBS SHERAY-ET,,,,
505994,DOLIN,7HO7004,ERBACRES DAMION,,HELLENDER JUROR JURGOLIN,,,,
29JE3869,VIABULL-P,11JE1098,SCHULTZ LEGAL CRITIC-P,,AHLEM HEADLINE VETTE 35528-ET,,,,
29HO14390,CAILO,11HO8195,EMERALD-ACR-SA T-BAXTER,,MS VISION-GEN BURT CAILY,,,,
11HO6311,MAVERICK,29HO7949,PEN-COL DECISION-ET,,ALTAGEN-I WADE MATRON,,,,
29HO7237,ROYAL SON,11HO1479,LEKKER VALIANT ROYALTY,,VIETHSONS BELL PEG LEA-ET,,,,
200HO6033,BELLEY,182HO0138,ROUMARE-ET,,GEN-I-BEQ MORTY BECKY,,,,
250HO12764,MCCALL,,BONS HOL STEINS MR RED TALENT,,CIRCLE-K SUPER CARA-ET,,,,
1HO7111,DONUT,11HO4623,LEXVOLD LUKE HERSHEL-ET,,KINGS-RANSOM SAND DOLLOP-ET,,,,
54HO0426,PRICE,29HO12209,PICSTON SHOTTLE-ET,,EXODUS PRICELESS,,,,
200HO6131,LOOK,14HO4511,ANDACRES MORTY ONWARD,,COMESTAR GOLDWYN LAVA,,,,
29HO11493,SNOW,210HO0020,RIGLIO J.CAPRI ET,,WANDSWAY ELTON SARA,,,,
1HO3560,PRIMA,9HO1289,ART-ACRES NED BOY OSCAR-ET,,WELCOME GENE PRIMROSE-ET,,,,
54HO0810,HOLD UP,7HO10920,MR CHASSITY GOLD CHIP-ET,,WELSH-EDGE NORMANHARMONY-ET,,,,
7HO11497,RUDOLPH-RED,7HO9107,RONELEE SS DURABLE,,OUR-FAVORITE SHNAZZY RAE-ET,,,,
1HO9521,BLACK,204HO0463,MANAGER,,THREE-KNOLL JOSIE LYNCH,,,,
11HO10189,LIMITED,11HO7464,LADYS-MANCR WILDMAN-ET,,COMESTAR LAUTELMY TITANIC,,,,
7HO12479,PROVIEDR,7HO12008,COOKIECUTTER PETRON HALOGEN,,RUSSELLWAY CAMERON PINKY-ET,,,,
7HO11052,SMART,14HO4766,ROYLANE CHAMPION CHAMP-ET,,BUCKNELL SHOTTLE SHERRY-ET,,,,
11HO12376,DEEP,7HO12788,MELARRY JOSUPER FRAZZLED-ET,,PEAK ADELE-ET,,,,
11HO4766,FAVOR,11HO3243,MAIZEFIELD BELLWOOD-ET,,WA-DEL ELTON FERN-ET,,,,
14HO14303,HADRIAN,7HO12600,BACON-HILL PETY MODESTY-ET,,COOKIECUTTER DRCO HADES-ET,,,,
551HO3841,RUSHER,7HO12788,MELARRY JOSUPER FRAZZLED-ET,,MS DELICIOUS NOM 60028-ET,,,,
11HO6628,DEMON,23HO0453,LUTZ-MEADOWS E MANDEL-ET,,PAULO-BRO M DELIGHT 4240-ET,,,,
29HO16397,ALGOMA,1HO8778,CHARLESDALE SUPERSTITION-ET,,TEEMAR SHOTTLE ALOFT-TW,,,,
151HO3207,MEGA-STEEL,151HO0680,BUTZ-HILL MEGASIRE-ET,,SAN-DAN MOGUL SASSY 2312-ET,,,,
7HO13860,SEBASTIAN,7HO13373,S-S-I 1STCLASS FLAGSHIP-ET,,S-S-I YODER MARISA 11039-ET,,,,
C5907,เพอร์ซี่,7HO10356,WATSON,SM561201,,,,,
29HO19206,DENALI,29HO18611,BOMAZ SKYWALKER-ET,,KING S-RANSOM M DELICIOUS-ET,,,,
151HO3770,SAHAB,151HO3418,MR RUBICON DYNASTY-ET,,MS MIXER J SUPER 31845-ET,,,,
11HO7462,ALTALINEAGE,11HO4623,LEXVOLD LUKE HERSHEL-ET,,SAVAGE-LEIGH BELLWOOD LINDA,,,,
7HO11598,ROBUST ERIC,7HO10524,ROYLANE SOCRA ROBUST-ET,,DE-SU 9061-ET,,,,
29HO16447,TREGAR,29HO13162,SCHILVIEW OMAN GERARD-ET,,SANDY-VALLEY ROMO TERESA-ET,,,,
29HO19634,HARDING,29HO19000,PINE-TREE HEROIC-ET,,BOMAZ SAMURI 7990-ET,,,,
TH371 CLARK,30540811,96TH262,77441470,19465741,113002ND00097,,,,
11HO10511,AltaBIGMAN,29HO10124,END-ROAD PYF BOLIVER-ET,,ROSYLANE-LLC OMAN 2970,,,,
11HO4506,FREDO,11HO3243,MAIZEFIELD BELLWOOD-ET,,TWIN-B-DAIRY E-B FLORRIE-ET,,,,
200HO3446,CHARA,200HO3446,HARTLINE TITANIC-ET,,WINDEMERE DURHAM CALLIE,,,,
14HO7108,TIMER,14HO1231,RONELEE TOYSTORY DOMAIN-ET,,CREEK PLANET TAFY-ET,,,,
29HO14872,GERWYN,1HO8784,BADGER-BLUFF FANNY FREDDIE,,WELCOM GOLDWYN GRAITY,,,,
220HO2897,OLUBO,220HO9602,BEACHLAWN GELPRO TOBEY-ET,,LUBOTTO,,,,
250HO12400,EDDY,1HO9527,CO-OP BOSSIDE MASSEY-ET,,JENNITON M-O-M SAVANA-ET,,,,
TH376,COTTON 112709ND07023,93TH259,27432586,27490298,อุ้ม,,,,
7HO11787,MOHAWK,1HO9167,CO-OP O-STYLE OMAN JUST-ET,,UNIqUE-STYLE BOLTON MONEY,,,,
11HO11063,Alta SUSTAIN,147HO1231,RONELEE TOYSTORY DOMAIN-ET,,GIL-GAR SHOTTLE SU-ANN-ET,,,,
200HO0014,CONGRESS,29HO6658,KED JUROR-ET,,CHERRY CREST CHILEAN,,,,
200HO4387,WINDOWS,7HO4637,LADYS-MANOR WINCHESTER-ET,,LA PRESENTATION DAUREL,,,,
151HO40106,BROWN,7WW10904,SANDY-VALLEY COLT P-RED,,GRIET JE 58,,,,
151HO4138,COWEN,7HO14454,MR T-SPRUCE FRAZZ LIONEL-ET,,PINE-TREE 6586 ACHI 7589-ET,,,,
7HO12184,DAREDVEIL,7HO11477,DE-SU BKM MCCUTCHEN 1174-ET,,RAG-MER DORCY DINORA-ET,,,,
7HO10848,GRAFEETI,1HO8784,BADGER-BLUFF FANNY FREDDIE,,LADYS-MANOR RUBY D GRACE-ET,,,,
14HO7454,GRUNT,7HO11351,SEAGULL-BAY SUPERSIRE-ET,,SCHILLVIEW J GLAMORA-ET,,,,
14HO4350,AXIS,14HO3160,CLINITA PATRN FOUNDATION-ET,,RICH-J TOUCH ALITA-ET,,,,
250HO13124,FLATTOP,7HO11618,SEAGULL-BAY PLATINUM-ETS,,S-S-I MOGUL SUPER 7913-ET,,,,
14JE5655,VALERIAN,1JE0711,SWEETIE PLUS IATOLAS BOLD,,D&E PARAMOUNT VIOLET,,,,
226HO9014,REDAGON,14HO7292,CLEAR-ECHO LEXOR RACER-ET,,PRISMAGEN EPIC OREGON-ET,,,,
TH388DYNAMIC,113021ND18168,87TH284,30460182,30491741,เด่น,,,,
7HO11724,SHANDRO,7HO10524,ROYLANE SOCRA ROBUST-ET,,LADYS-MANOR PL SHANDRA-ET,,,,
7BS0926,DAMIAN,7BS0907,MEADO-BROOK SAGES STANDOUT,,HILLTOP ACRES DARIO DEIDRA ET,,,,
97HO1600,PERICLES-RED,,528 SUBLIEM TULIP-RED,,ALMPIETJE 513,,,,
7HO13224,BERRETTA,7HO12023,DE-SU LTM ORDGERS 11379-ET,,S-S-I MOGUL MAYHEM 7963-ET,,,,
14HO7288,COMAN,250HO1002,GENERVATIONS EPIC,,RUGG-DOG OBSERVER CAYLOR-ET,,,,
187HO5284,BRASILIA,7HO11314,MOUNTFIELD SSI DCY MOGUL-ET,,REGANCREST BRASILIA-ET,,,,
29HO19408,NASA,29HO18740,ABS NIKO-ET,,DE-SU DELTA 4900-ET,,,,
151HO3441,ROOSTER,151HO1602,MR PRE DIRECTOR 57512-ET,,EDG ETTURUBI 54594-ET,,,,
29HO16852,ALRIGHT,7HO10849,LADVS-MANOR PL SHAMROCK-ET,,VISION-GEN SH FRD A12326-ET,,,,
1HO10400,PARK-RED,1HO9951,CO-OP MAC PEMBROKE,,WELCOME SEPT PLUME-ET,,,,
1HO11625,ENOX,8HO10738,CO-OP ROBUST JITTERBUG-ET,,COYNE-FARMS YANO EDNA-ET,,,,
7HO11767,MITCH,29HO14627,FUSTEAD JETSTREAM SOTO-ET,,FUSTEAD GOLDWYN MISSION-ET,,,,
29HO19814,SHAMROCK,29HO19194,DENOVO 2981 SHELDON-ET,,BOMAZ YODER 6993-ET,,,,
7HO12069,HOBBIT,7HO10920,MR CHASSITY GOLD CHIP-ET,,MR REGANCREST MS TANYA-ET,,,,
TH374 CUBIE,19543373,87TH246,,19543373,แองจี้,,,,
H5913,ฟอลโล่,103012,SRB HALLVILLE MANX RASCAL,AF5421,,,,,
C6004,พอนเดอร์,14HO05962,JIMKA ALTABAXTER ROYCE-ET,MC560227,,,,,
C6005,พาล์เมอร์,7HO10723,DE-SU 527 SPUR-ET,HY500631,,,,,
C6102,พารากอน,14HO06441,HARDSCRABBLE HADRAIN GUS,MC562936,,,,,
C6104,แพทเทิร์น,1HO07235,JENNY-LOU MRSHL TOYSTORY-ET,PK5802,,,,,
C6105,ปิกัสโซ,1HO07235,JENNY-LOU MRSHL TOYSTORY-ET,PK5901,,,,,
C6112,พอยเตอร์,C4503,ฟิลลิปส์,SG550215,,,,,
H6201,ฟิโบ,DO60-MA,,6007,,,,,
H6202,ฟรอสซี่,DO60-MA,,58191,,,,,
C6206,พาร์เทียน,7HO12024,DE-SU MGL GARZA 11388-ET,PK5602,,,,,
29HO14894,BRIGHT,1HO8784,BADGER-BLUFE FANNY FREDDIE,,CLEAR-ECHO BAXTER 1667-ET,,,,
7HO15730,LUCKY,151HO3714,MR FARNEAR HELIX TWITCH-ET,,FARNEAR R LORETTE 46204-ET,,,,
29HO17835,FIRESTAR,97HO40927,VEKIS CHEVROLET,,MELARRY MOGUL FROLLY-ET,,,,
972597,MOKOENA,,HOLIM BOUDEWIJN,,,,,,
29HO13296,LINCO,6WW0817,JA-BOB JORDAN-RED-ET,,AL.PAR.SPPRTA DIDDOLA ET,,,,
7HO11383,MORGAN,7HO10721,DE-SU 521 BOOKEM-ET,,ROYLANE SHOT MINDY 2079-ET,,,,
203HO3047,JAMIN,1HO10824,MR WELCOME HILL TANGO-ET,,BUTLERVIEW SR JEVEN JALA-ET,,,,
1HO11930,JUMPMAN,7HO12322,CLEAR-ECHO DELFINO 110-ET,,CO-OP DAY CLASSY 6832-ET,,,,
200HO11431,TOPONYM,200HO10864,PROGENESIS TOPNOTCH,,SPEE-NJ MOD JOELBERRY-ET,,,,
200HO3803,LIGHTSNOW,763950,FLEVO GENETICS SNOWMAN,,SPEE-NJ MOD JOELBERRY-ET,,,,
29HO9710,GIGANTE,11HO3562,SHEN-VAL NV LM FORMATION-ET,,VARAL LUKE ESAURA ET,,,,
7HO6916,BERNARD,29HO8343,WA-DEL CONVINCER ET,,LONG-HAVEN MANDEL BESS-ET,,,,
TH368 CAMBELL,50530871,73HO1901,HALMAR AGENDA,50473309,น้ำหวาน 2,,,,
29HO16220,WISP,1HO8778,CHARLESDALE SUPERSTITION-ET,,PINE-TREE MISSY WANDA-ET,,,,
29HO11761,ZAKARIAH,11HO5570,OPSAL FINLEY-ET,,WINDSOR-MANOR MACHO ZARY,,,,
1BS0599,DRYDAN,54BS0438,R N PAYOFF BROOKINGS ET,,SUNNY ACRES VIGOR DREAM,,,,
187HO5297,LILLCO,200HO7450,AMIGHETTI NUMERO UNO,,BOLDI SNOWMAN LILLICO,,,,
14HO4384,MOXIE,7HO5851,SIKKE MA-STAR AIR MAGNA-ET,,PARK-FOREST DUST JANIC 4783,,,,
1JE0792,MACHETE,29JE3647,ALL LYNNS RESTORE VIBRANT-ET,,SUNSET CANYON IMPULS L MAID 4-ET,,,,
7HO6713,JACKMAN,73HO2371,DUNCAN PROGREESS-ET,,DIRIGE-LEBLANC JUNO-ET,,,,
TH377,COPPERER-ET,93TH259,,50442142,น้ำชา,,,,
250HO0972,LITTLE D,7HO8165,ENGLAND-AMMON MILLION-ET,,COMESTAR GOLDWVN LILAC,,,,
551HO4179,HAMMOND,551HO3600,MR DYNASTY NASHVILLE-ET,,MS MODSTY NAUTICAL 79556,,,,
7HO10908,BRISCO,7HO8190,GEN-MARK STMATIC SANHEZ,,REGANCREST MAC BRISSA-ET,,,,
7HO14757,HOT ROD,7HO12991,PROGENESIS MODESTY REGAL 482,,S-S-I SANDERSN 9855 8006-ET,,,,
11HO11599,AltaSHABBA,200HO3877,COYNE-FARMS JABIR-ET,,S-S-I SHAMROCK MENNA7392-ET,,,,
7HO11030,DAKKER,14HO4929,LONG-LANGS OMAN-ET,,KINGS-RANSOM MAC DOCKERS,,,,
1HO11359,MOBLAW,1HO10788,COYNE-FARMS JACEY CRI-ET,,AMMON-PEACHEY B MISCHIEF-ET,,,,
31HO0583,REDSON,29HO2786,LIME-HOLLOW ELEVATION MAAS,,OR-WAY R MAPLE LEADER-RED,,,,
198HO1850,DELFINE,1HO8778,CHARLESDALESDALE SUPERSTITION-ET,,ALL VEN GOLDWYN ROSIE ET,,,,
11HO15269,AltaHUMOR,200HO10955,PROGENESIS POSITIVE,,FB LULU ACHV VEGAS-ET,,,,
29HO19959,LARKIN,29HO19286,NO-FLA MATRIARCH,,WINSTAR LIONEL 5891-ET,,,,
200HO11469,GOLIATH,777HO10836,WESTCOAST GUARANTEE,,VIEW-HOME DEN LOTUS-ET,,,,
200HO3835,EVERLASTING,,FLEVO GENETICS SNOWMAN,,CALBRETT PLANET EVE,,,,
7HO11985,TETRIS,7HO11985,SEAGULL-BAY SUPERSIRE-ET,,SANDY-VALLEY DOMN TRESSA-ET,,,,
54BS0327,POLSTER,76BS0900,VICTORY ACRES SIMON EVEN ET,,TOP ACRES DOTSON POLKA ET,,,,
76HO0721,MAGNAVOX,11HO11201,PINE-TREE ALTASKODA-ET,,PINE-TREE PLANET MARICA-ET,,,,
100HO8638,PEER,70HO0461,RONNYBROOK PRELUDE ET,,DIAMOND-SEVEN SILVER PEER,,,,
11HO5637,ADVISOR,1HO4480,JO-WAL CIBBY METRO-ET,,CB-CONANT ACRES ADDIE-ET,,,,
29HO12114,MAGMA,97HO0033,528 ZANDENBURGER ROYAL,,MOET BELLWOOD MIRAGE API ET,,,,
29HO19664,AUGUST,29HO18960,PINE-TREE ACURA-ET,,DENOVO YODA 8802-ET,,,,
29HO19514,DISCO,29HO18903,DENOVO 14652 ROYAL-ET,,DE-SU ACHIEVER 8359,,,,
14HO5331,TULSA,7HO6737,DOUGHTY-VALLEY KILO ALLAN,,PROSITE DURHAM PANSY,,,,
29HO17951,COSBY,29HO16955,VIEW-HOME MONTEREY-ET,,DE-SU LAYNE 2359-ET,,,,
7HO12427,LALLAN,7HO11763,RICKLAND PREDESINE 669-ET,,LADYS-MANOR GRAF LA-LA-ET,,,,
1HO6441,BOLERO,29HO6995,PEN-COL DUSTER-ET,,WATERSHIP RTL BRITTANY-ET,,,,
224JE2284,ONTIME STAG,200JE0430,LEN CREST ON TIME ET,,FOURCROSSES BOMBER BAMBI,,,,
180HO91319,MANANA RED,54HO0754,MR SUNVIEW SUNFISH-ET,,GDV IPAD,,,,
29HO19879,GREENWAY,29HO19316,WINSTAR GALILEO-ET,,DENOVO HONDA 65-ET,,,,
9HO0146,HITOP,15HO0096,ROMANDALE DIVIDEND PERFORMER,,,,,,
29JE3926,WEE BEY,263JE0136,DJ HULK,,JX FARIA BROTHERS TARGET RONALDO,,,,
11BS0685,AltaMPROVER,504BS0051,PAYSSLI ET,,OLSONS BRINKS MELODY *TM,,,,
11HO8109,AltaSALOON,11HO4623,LEXVOLD LUKE HERSHEL-ET,,DESLACS RUDOLPH SAMANTHA,,,,
151HO3835,TUSCAN,151HO3459,MR DETOUR HIGH NOON-ET,,MS NIGHTOUT 35140-ET,,,,
29JE3893,POSEY,200JE0183,SUNSET CANYON DAVID-ET,,JX JARS OF CLAY TBONE,,,,
202HO0290,JOTAN-RED,6HO0817,JA-BOB JORDAN-RED-ET,,KAMPS-HOLLOW ALTITUDE,,,,
29HO17702,PURIFY,250HO1024,GENERVATIONS LATIMER,,NO-FLA SHAMROCK 31642-ET,,,,
29HO18895,COMBO,29HO18343,ABS MEDLEY-ET,,DE-SU JEDI 5700-ET,,,,
