TP_ID,TP_CODE,TP_PERCEN,TP_INT,TP_NUM_UP,TP_NUM_LO
15HO0190,HF,100,100,0,1
7HO0891,HF,100,100,0,1
15FFD15,HF,100,100,0,1
1HO0789,HF,100,100,0,1
29HO4491,HF,100,100,0,1
7HO3192,HF,100,100,0,1
793004,HF,100,100,0,1
28HO0516,HF,100,100,0,1
73HO1363,HF,100,100,0,1
2168105211,CHA,100,100,0,1
28HO0205,HF,100,100,0,1
ABBA262877,AB,100,100,0,1
ABBA603773,AB,100,100,0,1
ABBA345593,AB,100,100,0,1
E881,HF,100,100,0,1
15HO0121,HF,100,100,0,1
17HO0373,HF,100,100,0,1
29HO7673,HF,100,100,0,1
CR1127X,HF,100,100,0,1
73CH0028,CHA,100,100,0,1
8589101238,CHA,100,100,0,1
73HO0426,HF,100,100,0,1
7242,SM,100,100,0,1
26662,SM,100,100,0,1
AB309,AB,100,100,0,1
11HO2703,HF,100,100,0,1
135338,HF,100,100,0,1
11HO5246,HF,100,100,0,1
291309,HF,100,100,0,1
3HO0097,HF,100,100,0,1
12FFUD2,HF,100,100,0,1
11HO4960,HF,100,100,0,1
70HO0385,HF,100,100,0,1
29HO3201,HF,100,100,0,1
29HO7052,HF,100,100,0,1
29HO5824,HF,100,100,0,1
P1022,HF,100,100,0,1
EM308,HF,100,100,0,1
7HO3739,HF,100,100,0,1
11HO4331,HF,100,100,0,1
758689,HF,100,100,0,1
7HO2236,HF,100,100,0,1
7HO4211,HF,100,100,0,1
7HO4351,HF,100,100,0,1
7HO0561,HF,100,100,0,1
9HO0174,HF,100,100,0,1
52444,SM,100,100,0,1
E-PRIDE,HF,100,100,0,1
4289102555,CHA,100,100,0,1
7HO1827,HF,100,100,0,1
11HO4914,HF,100,100,0,1
1HO0859,HF,100,100,0,1
50-351,HF,100,100,0,1
07-222,HF,100,100,0,1
50-1450,HF,100,100,0,1
92201,HF,100,100,0,1
92202,HF,100,100,0,1
1089100841,CHA,100,100,0,1
4989100013,CHA,100,100,0,1
12FFT15,HF,100,100,0,1
11HO4586,HF,100,100,0,1
11HO2356,HF,100,100,0,1
8589107714,CHA,100,100,0,1
4289109102,CHA,100,100,0,1
11HO1931,HF,100,100,0,1
23HO0275,HF,100,100,0,1
1869101819,CHA,100,100,0,1
73HO0699,HF,100,100,0,1
7HO1524,HF,100,100,0,1
14HO0641,HF,100,100,0,1
71HO1057,HF,100,100,0,1
9HO0164,HF,100,100,0,1
299855,HF,100,100,0,1
2190100723,CHA,100,100,0,1
14HO2632,HF,100,100,0,1
11HO5980,HF,100,100,0,1
6134-464,BS,100,100,0,1
7HO2244,HF,100,100,0,1
29HO8639,HF,100,100,0,1
11HO1438,HF,100,100,0,1
7190109735,CHA,100,100,0,1
38-33977,CHA,100,100,0,1
2658-14,HF,100,100,0,1
4490049988,HF,100,100,0,1
70HO0713,HF,100,100,0,1
0390107171,CHA,100,100,0,1
11HO5009,HF,100,100,0,1
3HO0813,HF,100,100,0,1
7HO1236,HF,100,100,0,1
9HO0660,HF,100,100,0,1
11HO1514,HF,100,100,0,1
29HO1869,HF,100,100,0,1
70HO0150,HF,100,100,0,1
4005,HF,100,100,0,1
7990100858,CHA,100,100,0,1
8690100259,CHA,100,100,0,1
29HO1830,HF,100,100,0,1
264137,HF,100,100,0,1
8HO0856,HF,100,100,0,1
11HO1598,HF,100,100,0,1
11HO0105,HF,100,100,0,1
9HO1351,HF,100,100,0,1
H371,HF,100,100,0,1
0390115004,CHA,100,100,0,1
4490045315,HF,100,100,0,1
15FFK18,HF,100,100,0,1
29SM0260,SM,100,100,0,1
81230,HF,100,100,0,1
8591107457,CHA,100,100,0,1
52465,SM,100,100,0,1
8591105891,CHA,100,100,0,1
8591101419,CHA,100,100,0,1
11HO1478,HF,100,100,0,1
1891101481,CHA,100,100,0,1
70HO0387,HF,100,100,0,1
11HO2208,HF,100,100,0,1
G33,HF,100,100,0,1
9HO1619,HF,100,100,0,1
HAWK,HF,100,100,0,1
GHU356,HF,100,100,0,1
8591101306,CHA,100,100,0,1
39HO0518,HF,100,100,0,1
72HO0834,HF,100,100,0,1
7HO2233,HF,100,100,0,1
1871104328,CHA,100,100,0,1
2391102504,CHA,100,100,0,1
GKM59,HF,100,100,0,1
29HO8265,HF,100,100,0,1
73HO0332,HF,100,100,0,1
265866,HF,100,100,0,1
263332,HF,100,100,0,1
7HO0477,HF,100,100,0,1
11HO4832,HF,100,100,0,1
11HO4261,HF,100,100,0,1
11HO1435,HF,100,100,0,1
GLENKEYEMPEROR,HF,100,100,0,1
FB2566,HF,100,100,0,1
1HO4144,HF,100,100,0,1
29HO8774,HF,100,100,0,1
9HO1489,HF,100,100,0,1
11HO1056,HF,100,100,0,1
1292927,HF,100,100,0,1
11HO1633,HF,100,100,0,1
70HO0253,HF,100,100,0,1
8591101406,CHA,100,100,0,1
2081260,HF,100,100,0,1
73HO0927,HF,100,100,0,1
73HO1053,HF,100,100,0,1
367463,HF,100,100,0,1
40HO0030,HF,100,100,0,1
3HO0642,HF,100,100,0,1
8591102504,CHA,100,100,0,1
HD54,HF,100,100,0,1
14HO0530,HF,100,100,0,1
GSAG16,HF,100,100,0,1
G-SAM,HF,100,100,0,1
GSCT95,HF,100,100,0,1
GSL99,HF,100,100,0,1
11HO5486,HF,100,100,0,1
GUR252,HF,100,100,0,1
GYUS829,HF,100,100,0,1
H012,HF,100,100,0,1
H019,HF,100,100,0,1
H029,HF,100,100,0,1
H083,HF,100,100,0,1
H091,HF,100,100,0,1
019HF,HF,100,100,0,1
027HF,HF,100,100,0,1
029HF,HF,100,100,0,1
030HF,HF,100,100,0,1
031HF,HF,100,100,0,1
H153,HF,100,100,0,1
032HF,HF,100,100,0,1
033HF,HF,100,100,0,1
028HF,HF,100,100,0,1
H2641,HF,100,100,0,1
H2801,HF,100,100,0,1
H2917,HF,100,100,0,1
H2984,HF,100,100,0,1
H3070,HF,100,100,0,1
H3145,HF,100,100,0,1
H3165,HF,100,100,0,1
020HF,HF,100,100,0,1
021HF,HF,100,100,0,1
022HF,HF,100,100,0,1
023HF,HF,100,100,0,1
024HF,HF,100,100,0,1
025HF,HF,100,100,0,1
H621,HF,100,100,0,1
026HF,HF,100,100,0,1
H738,HF,100,100,0,1
H819,HF,100,100,0,1
H826,HF,100,100,0,1
52290,SM,100,100,0,1
52983,SM,100,100,0,1
132777,HF,100,100,0,1
14HO2090,HF,100,100,0,1
206662,HF,100,100,0,1
26636,SM,100,100,0,1
15HO0187,HF,100,100,0,1
73HO1901,HF,100,100,0,1
151HO0270,HF,100,100,0,1
11HO5467,HF,100,100,0,1
44HO0245,HF,100,100,0,1
RPP004,LS,100,100,0,1
73HO0586,HF,100,100,0,1
73HO1115,HF,100,100,0,1
70HO0466,HF,100,100,0,1
28HO0183,HF,100,100,0,1
72HO0376,HF,100,100,0,1
73HO1388,HF,100,100,0,1
72HO0565,HF,100,100,0,1
151HO0293,HF,100,100,0,1
72HO0561,HF,100,100,0,1
71HO0800,HF,100,100,0,1
70HO0298,HF,100,100,0,1
70HO0396,HF,100,100,0,1
73HO0431,HF,100,100,0,1
28HO0126,HF,100,100,0,1
29HO2775,HF,100,100,0,1
72HO0830,HF,100,100,0,1
70HO0458,HF,100,100,0,1
11HO2548,HF,100,100,0,1
14HO0242,HF,100,100,0,1
1HO0130,HF,100,100,0,1
1HO0092,HF,100,100,0,1
29HO8142,HF,100,100,0,1
14HO1933,HF,100,100,0,1
16HO0192,HF,100,100,0,1
21HO1287,HF,100,100,0,1
7192124090,CHA,100,100,0,1
7192117709,CHA,100,100,0,1
15HO0120,HF,100,100,0,1
11HO2288,HF,100,100,0,1
16408,SM,100,100,0,1
70HO0998,HF,100,100,0,1
8592104526,CHA,100,100,0,1
52281,SM,100,100,0,1
002356/13,SM,100,100,0,1
6494/11,SM,100,100,0,1
6386/11,SM,100,100,0,1
952,CHA,100,100,0,1
11HO5863,HF,100,100,0,1
VR12,HF,100,100,0,1
7HO2246,HF,100,100,0,1
3HO0393,HF,100,100,0,1
11HO1700,HF,100,100,0,1
1HO1636,HF,100,100,0,1
2392101366,CHA,100,100,0,1
3-260,HF,100,100,0,1
1892105382,CHA,100,100,0,1
15FFD21,HF,100,100,0,1
9HO0040,HF,100,100,0,1
8HO1659,HF,100,100,0,1
7HO0696,HF,100,100,0,1
7HO1617,HF,100,100,0,1
11HO1641,HF,100,100,0,1
11HO8009,HF,100,100,0,1
122HO0653,HF,100,100,0,1
7HO3257,HF,100,100,0,1
1HO0617,HF,100,100,0,1
29HO7101,HF,100,100,0,1
14HO2402,HF,100,100,0,1
9HO0143,HF,100,100,0,1
31HO0217,HF,100,100,0,1
22-050,HF,100,100,0,1
29HO6465,HF,100,100,0,1
15HO0062,HF,100,100,0,1
70HO0424,HF,100,100,0,1
72HO0421,HF,100,100,0,1
28HO0144,HF,100,100,0,1
71HO0517,HF,100,100,0,1
29HO9409,HF,100,100,0,1
1HO0276,HF,100,100,0,1
HN14TOR,HF,100,100,0,1
1HO2890,HF,100,100,0,1
P1046,HF,100,100,0,1
8HO2151,HF,100,100,0,1
S22310,HF,100,100,0,1
HOLTVALE,HF,100,100,0,1
71HO1134,HF,100,100,0,1
0392102461,CHA,100,100,0,1
P1241,HF,100,100,0,1
52860,SM,100,100,0,1
5292103133,CHA,100,100,0,1
H355,HF,100,100,0,1
52885,SM,100,100,0,1
9094147,SM,100,100,0,1
7983,SM,100,100,0,1
52670/16,SM,100,100,0,1
11HO4752,HF,100,100,0,1
4492050026,CHA,100,100,0,1
7192128602,CHA,100,100,0,1
21HO0740,HF,100,100,0,1
369974,HF,100,100,0,1
11HO4711,HF,100,100,0,1
11HO2545,HF,100,100,0,1
1HO0537,HF,100,100,0,1
39HO0258,HF,100,100,0,1
1HO0104,HF,100,100,0,1
29HO6474,HF,100,100,0,1
9HO1293,HF,100,100,0,1
0393100838,CHA,100,100,0,1
7163135681,CHA,100,100,0,1
3693102585,CHA,100,100,0,1
337727,HF,100,100,0,1
73HO0126,HF,100,100,0,1
73HO0259,HF,100,100,0,1
8HO1773,HF,100,100,0,1
70HO0219,HF,100,100,0,1
11HO2410,HF,100,100,0,1
11HO2143,HF,100,100,0,1
21HO0280,HF,100,100,0,1
1237057,HF,100,100,0,1
1340669,HF,100,100,0,1
7HO0685,HF,100,100,0,1
1HO2898,HF,100,100,0,1
J087,HF,100,100,0,1
J113,SW,100,100,0,1
J163,HF,100,100,0,1
J185,HF,100,100,0,1
J229,HF,100,100,0,1
J587,HF,100,100,0,1
29HO7530,HF,100,100,0,1
H359,HF,100,100,0,1
122HO1354,HF,100,100,0,1
11HO3225,HF,100,100,0,1
JAGUAR9210,CHA,100,100,0,1
1HO0561,HF,100,100,0,1
JANOT9432,CHA,100,100,0,1
15HO0219,HF,100,100,0,1
1396617,HF,100,100,0,1
AB711/3,AB,100,100,0,1
AB842/1,AB,100,100,0,1
5874134806,CHA,100,100,0,1
11HO1547,HF,100,100,0,1
0374111006,CHA,100,100,0,1
23HO0535,HF,100,100,0,1
0394113805,CHA,100,100,0,1
5874124052,CHA,100,100,0,1
11HO1273,HF,100,100,0,1
29HO3085,HF,100,100,0,1
JONATHAN,HF,100,100,0,1
11HO5696,HF,100,100,0,1
JONGLEUR585,CHA,100,100,0,1
4294106105,CHA,100,100,0,1
JORDY1863,CHA,100,100,0,1
3694101007,CHA,100,100,0,1
7194133916,CHA,100,100,0,1
H349,HF,100,100,0,1
1HO4480,HF,100,100,0,1
122HO2070,HF,100,100,0,1
8HO1012,HF,100,100,0,1
15FFC26,HF,100,100,0,1
3023-1010,BS,100,100,0,1
11HO3970,HF,100,100,0,1
29HO4473,HF,100,100,0,1
1HO2991,HF,100,100,0,1
H419,HF,100,100,0,1
73HO1514,HF,100,100,0,1
11HO2847,HF,100,100,0,1
21HO0613,HF,100,100,0,1
H366,HF,100,100,0,1
JUPITER,HF,100,100,0,1
8HO1748,HF,100,100,0,1
147323,SM,100,100,0,1
73HO1961,HF,100,100,0,1
39HO0260,HF,100,100,0,1
11HO2921,HF,100,100,0,1
11HO5086,HF,100,100,0,1
29HO7494,HF,100,100,0,1
1HO2737,HF,100,100,0,1
29HO6658,HF,100,100,0,1
1HO5315,HF,100,100,0,1
14HO0213,HF,100,100,0,1
7HO4152,HF,100,100,0,1
39HO0297,HF,100,100,0,1
73HO1237,HF,100,100,0,1
11HO5286,HF,100,100,0,1
11HO5534,HF,100,100,0,1
7HO4523,HF,100,100,0,1
73CH0030,CHA,100,100,0,1
12FFTD3,HF,100,100,0,1
7HO1502,HF,100,100,0,1
29HO3761,HF,100,100,0,1
15HO0114,HF,100,100,0,1
1269089,HF,100,100,0,1
9HO1360,HF,100,100,0,1
1HO3185,HF,100,100,0,1
8HO2719,HF,100,100,0,1
73HO0646,HF,100,100,0,1
CH84,CHA,100,100,0,1
465883,HF,100,100,0,1
29HO1932,HF,100,100,0,1
29HO3165,HF,100,100,0,1
11HO2183,HF,100,100,0,1
1HO0385,HF,100,100,0,1
8HO1869,HF,100,100,0,1
11HO1709,HF,100,100,0,1
7HO3381,HF,100,100,0,1
8HO1768,HF,100,100,0,1
1HO2639,HF,100,100,0,1
11HO1737,HF,100,100,0,1
S24335,RD,100,100,0,1
11HO5137,HF,100,100,0,1
325149,HF,100,100,0,1
KOPRA,HF,100,100,0,1
11HO4712,HF,100,100,0,1
11HO4515,HF,100,100,0,1
KRICLTE,HF,100,100,0,1
21HO0312,HF,100,100,0,1
11HO1377,HF,100,100,0,1
29HO3195,HF,100,100,0,1
3HO0468,HF,100,100,0,1
11HO0522,HF,100,100,0,1
FB1919,HF,100,100,0,1
11HO1482,HF,100,100,0,1
HB33902,HF,100,100,0,1
7HO0694,HF,100,100,0,1
151HO0283,HF,100,100,0,1
11HO4680,HF,100,100,0,1
151HO0264,HF,100,100,0,1
7HO4637,HF,100,100,0,1
LAGGARD,HF,100,100,0,1
7HO0088,HF,100,100,0,1
1005816,HF,100,100,0,1
29HO6000,HF,100,100,0,1
73HO0659,HF,100,100,0,1
R20094B,HF,100,100,0,1
7HO3668,HF,100,100,0,1
11HO1270,HF,100,100,0,1
29HO8229,HF,100,100,0,1
29HO6743,HF,100,100,0,1
29HO6645,HF,100,100,0,1
29HO6183,HF,100,100,0,1
11HO4025,HF,100,100,0,1
29HO5562,HF,100,100,0,1
LARRY,HF,100,100,0,1
LASAGA,HF,100,100,0,1
11HO2184,HF,100,100,0,1
9893,HF,100,100,0,1
73HO0899,HF,100,100,0,1
L-STAR,HF,100,100,0,1
GENERAL,HF,100,100,0,1
769170,HF,100,100,0,1
73HO0688,HF,100,100,0,1
24HO0664,HF,100,100,0,1
29HO4000,HF,100,100,0,1
P5649,HF,100,100,0,1
29HO2811,HF,100,100,0,1
15HO0180,HF,100,100,0,1
11HO1479,HF,100,100,0,1
7HO0978,HF,100,100,0,1
7HO1005,HF,100,100,0,1
LESHEM,HF,100,100,0,1
9HO0176,HF,100,100,0,1
11HO5395,HF,100,100,0,1
11HO4623,HF,100,100,0,1
11HO3348,HF,100,100,0,1
73HO0816,HF,100,100,0,1
7SM0267,SM,100,100,0,1
7HO0919,HF,100,100,0,1
15HO0095,HF,100,100,0,1
3HO0027,HF,100,100,0,1
73HO0292,HF,100,100,0,1
29HO2815,HF,100,100,0,1
29HO2786,HF,100,100,0,1
21HO0437,HF,100,100,0,1
7HO2111,HF,100,100,0,1
3HO0629,HF,100,100,0,1
LIN210,HF,100,100,0,1
41BR07,AB,100,100,0,1
7HO3026,HF,100,100,0,1
13HO0298,HF,100,100,0,1
21HO0141,HF,100,100,0,1
70HO0186,HF,100,100,0,1
7HO0457,HF,100,100,0,1
7HO4282,HF,100,100,0,1
11HO3566,HF,100,100,0,1
1616188,HF,100,100,0,1
1550821,HF,100,100,0,1
1HO6014,HF,100,100,0,1
20711/1,SM,100,100,0,1
9318,SM,100,100,0,1
29HO7223,HF,100,100,0,1
1HO0864,HF,100,100,0,1
9923,HF,100,100,0,1
2-9579,HF,100,100,0,1
11HO2222,HF,100,100,0,1
1HO4267,HF,100,100,0,1
1HO0846,HF,100,100,0,1
1HO9205,HF,100,100,0,1
7HO3000,HF,100,100,0,1
14HO0528,HF,100,100,0,1
11HO1886,HF,100,100,0,1
7HO0854,HF,100,100,0,1
73HO1745,HF,100,100,0,1
29HO5145,HF,100,100,0,1
29HO5458,HF,100,100,0,1
7HO0935,HF,100,100,0,1
11HO1889,HF,100,100,0,1
71HO0917,HF,100,100,0,1
29HO8100,HF,100,100,0,1
11HO3409,HF,100,100,0,1
29HO6216,HF,100,100,0,1
LOTON,HF,100,100,0,1
1HO3970,HF,100,100,0,1
15HO0276,HF,100,100,0,1
ABLP19/45,AB,100,100,0,1
ABLP20/45,AB,100,100,0,1
ABLP21/43,AB,100,100,0,1
ABLP29/45,AB,100,100,0,1
RABLP32/45,RAB,100,100,0,1
RABLP36/45,RAB,100,100,0,1
11HO1642,HF,100,100,0,1
7HO3679,HF,100,100,0,1
11HO2582,HF,100,100,0,1
1HO7380,HF,100,100,0,1
1HO0724,HF,100,100,0,1
122HO1309,HF,100,100,0,1
H420,HF,100,100,0,1
H3088,HF,100,100,0,1
23HO0453,HF,100,100,0,1
7HO2202,HF,100,100,0,1
11HO2898,HF,100,100,0,1
9HO1294,HF,100,100,0,1
11HO3081,HF,100,100,0,1
9HO1057,HF,100,100,0,1
73HO1176,HF,100,100,0,1
9HO1045,HF,100,100,0,1
29HO5682,HF,100,100,0,1
P527,HF,100,100,0,1
3HO0035,HF,100,100,0,1
2-9639,HF,100,100,0,1
846425,HF,100,100,0,1
H378,HF,100,100,0,1
MACO,HF,100,100,0,1
11HO1731,HF,100,100,0,1
39HO0246,HF,100,100,0,1
39HO0024,HF,100,100,0,1
291327,HF,100,100,0,1
349622,HF,100,100,0,1
MADAWI,HF,100,100,0,1
11HO3243,HF,100,100,0,1
11HO4795,HF,100,100,0,1
17HO0253,HF,100,100,0,1
5876112093,CHA,100,100,0,1
2261530135,HF,100,100,0,1
73HO1119,HF,100,100,0,1
15HO0289,HF,100,100,0,1
8HO2394,HF,100,100,0,1
7HO5375,HF,100,100,0,1
151HO0326,HF,100,100,0,1
7HO3804,HF,100,100,0,1
1HO3365,HF,100,100,0,1
7HO4482,HF,100,100,0,1
1HO4367,HF,100,100,0,1
72HO0269,HF,100,100,0,1
2410-352,HF,100,100,0,1
3HO0939,HF,100,100,0,1
28HO0202,HF,100,100,0,1
7HO3671,HF,100,100,0,1
39HO0444,HF,100,100,0,1
11HO2126,HF,100,100,0,1
71HO0755,HF,100,100,0,1
29HO3230,HF,100,100,0,1
8HO0585,HF,100,100,0,1
70HO0416,HF,100,100,0,1
11HO4535,HF,100,100,0,1
11HO5185,HF,100,100,0,1
7HO0401,HF,100,100,0,1
76HO0077,HF,100,100,0,1
29HO3902,HF,100,100,0,1
14HO2716,HF,100,100,0,1
73HO2012,HF,100,100,0,1
11HO0157,HF,100,100,0,1
70HO0730,HF,100,100,0,1
MAZDA,SM,100,100,0,1
20871/1,SM,100,100,0,1
73CH0024,CHA,100,100,0,1
8BR20(41),RAB,100,100,0,1
73HO0792,HF,100,100,0,1
39HO0387,HF,100,100,0,1
73HO1918,HF,100,100,0,1
FB3262,HF,100,100,0,1
9HO0916,HF,100,100,0,1
7HO1257,HF,100,100,0,1
H3303,HF,100,100,0,1
7HO1630,HF,100,100,0,1
81447,HF,100,100,0,1
14HO2912,HF,100,100,0,1
73HO0538,HF,100,100,0,1
7HO0908,HF,100,100,0,1
14HO0365,HF,100,100,0,1
8HO2058,HF,100,100,0,1
11HO3236,HF,100,100,0,1
29HO7647,HF,100,100,0,1
11HO4338,HF,100,100,0,1
11HO1757,HF,100,100,0,1
14HO1127,HF,100,100,0,1
29HO6911,HF,100,100,0,1
11HO0512,HF,100,100,0,1
21HO0321,HF,100,100,0,1
72HO0301,HF,100,100,0,1
39HO0172,HF,100,100,0,1
40HO2119,HF,100,100,0,1
11HO2253,HF,100,100,0,1
71HO0680,HF,100,100,0,1
7HO3948,HF,100,100,0,1
29HO3769,HF,100,100,0,1
ABMK121/44,AB,100,100,0,1
ABMK127/44,AB,100,100,0,1
ABMK53/45,AB,100,100,0,1
FB2998,HF,100,100,0,1
FB2191,HF,100,100,0,1
FB2377,HF,100,100,0,1
52746,SM,100,100,0,1
29HO4591,HF,100,100,0,1
328116,HF,100,100,0,1
4341,HF,100,100,0,1
155159,HF,100,100,0,1
8HO0922,HF,100,100,0,1
9HO0160,HF,100,100,0,1
20830/01,SM,100,100,0,1
11HO6643,HF,100,100,0,1
11HO4232,HF,100,100,0,1
14HO2224,HF,100,100,0,1
73HO1604,HF,100,100,0,1
29HO2501,HF,100,100,0,1
73HO0716,HF,100,100,0,1
RAB280,RAB,100,100,0,1
29HO0715,HF,100,100,0,1
RAB102,RAB,100,100,0,1
11HO3466,HF,100,100,0,1
1HO4880,HF,100,100,0,1
11HO2926,HF,100,100,0,1
JIM2/178,CHA,100,100,0,1
ABBA780947,AB,100,100,0,1
MR.CASCO001,AB,100,100,0,1
MR.CASCO124,AB,100,100,0,1
MR.CASCO153,AB,100,100,0,1
MR.CASCO2108,AB,100,100,0,1
MR.CASCO312,AB,100,100,0,1
MR.CASCO400,AB,100,100,0,1
MR.CASCO458,AB,100,100,0,1
MR.CASCOV8327,AB,100,100,0,1
MR.DIAMOND,AB,100,100,0,1
AB397,AB,100,100,0,1
RAB199,RAB,100,100,0,1
AB147/1,AB,100,100,0,1
AB105/0,AB,100,100,0,1
SK180,AB,100,100,0,1
SK186,AB,100,100,0,1
SK230,AB,100,100,0,1
SK231,AB,100,100,0,1
SK234,AB,100,100,0,1
666,AB,100,100,0,1
AB325/1,AB,100,100,0,1
MR.THOMAS,AB,100,100,0,1
29BR0049,AB,100,100,0,1
29BR0051,AB,100,100,0,1
14BR024,AB,100,100,0,1
CHA500,CHA,100,100,0,1
CHA501,CHA,100,100,0,1
9HO0971,HF,100,100,0,1
73HO1082,HF,100,100,0,1
NAKK,NA,100,100,0,1
4277104215,CHA,100,100,0,1
11HO1941,HF,100,100,0,1
016HF,HF,100,100,0,1
ND106/41,HF,100,100,0,1
018HF,HF,100,100,0,1
013HF,HF,100,100,0,1
014HF,HF,100,100,0,1
015HF,HF,100,100,0,1
017HF,HF,100,100,0,1
ND99/41,HF,100,100,0,1
1723121,HF,100,100,0,1
11HO2366,HF,100,100,0,1
11HO5454,HF,100,100,0,1
FB2567,HF,100,100,0,1
72HO0293,HF,100,100,0,1
11HO2250,HF,100,100,0,1
3-275,HF,100,100,0,1
7HO0091,HF,100,100,0,1
8HO1264,HF,100,100,0,1
H397,HF,100,100,0,1
P5696,HF,100,100,0,1
11HO5889,HF,100,100,0,1
11HO3073,HF,100,100,0,1
311497,HF,100,100,0,1
8HO1880,HF,100,100,0,1
1614839,HF,100,100,0,1
11HO3072,HF,100,100,0,1
29HO6748,HF,100,100,0,1
11HO0106,HF,100,100,0,1
11HO0510,HF,100,100,0,1
388165,HF,100,100,0,1
73HO1052,HF,100,100,0,1
11HO1907,HF,100,100,0,1
11HO1807,HF,100,100,0,1
PJS060,LS,100,100,0,1
9HO0518,HF,100,100,0,1
7HO0483,HF,100,100,0,1
1329588,HF,100,100,0,1
11HO4936,HF,100,100,0,1
1HO3907,HF,100,100,0,1
11HO7817,HF,100,100,0,1
29HO4210,HF,100,100,0,1
29HO2960,HF,100,100,0,1
28HO0452,HF,100,100,0,1
7HO2212,HF,100,100,0,1
29HO10059,HF,100,100,0,1
39HO0453,HF,100,100,0,1
1211874,HF,100,100,0,1
9HO0924,HF,100,100,0,1
11HO5570,HF,100,100,0,1
8578104831,CHA,100,100,0,1
7HO2204,HF,100,100,0,1
1HO0066,HF,100,100,0,1
29HO1801,HF,100,100,0,1
15HO0054,HF,100,100,0,1
15HO0050,HF,100,100,0,1
29HO6425,HF,100,100,0,1
29HO5619,HF,100,100,0,1
5878129065,CHA,100,100,0,1
882933,HF,100,100,0,1
1015252,HF,100,100,0,1
955097,HF,100,100,0,1
9HO0635,HF,100,100,0,1
8HO0623,HF,100,100,0,1
40HO0096,HF,100,100,0,1
29HO1881,HF,100,100,0,1
1HO0115,HF,100,100,0,1
29HO1960,HF,100,100,0,1
15HO0136,HF,100,100,0,1
6315/11,SM,100,100,0,1
7HO5710,HF,100,100,0,1
HONESTY,HF,100,100,0,1
HALO,HF,100,100,0,1
52635,SM,100,100,0,1
CHAPKV374E,CHA,100,100,0,1
CHAPKV313E,CHA,100,100,0,1
CHAPKV198E,CHA,100,100,0,1
22-532,HF,100,100,0,1
PANMOST,HF,100,100,0,1
8HO1095,HF,100,100,0,1
7HO3707,HF,100,100,0,1
1HO2278,HF,100,100,0,1
14HO1114,HF,100,100,0,1
14HO3182,HF,100,100,0,1
11HO2612,HF,100,100,0,1
7HO1755,HF,100,100,0,1
11HO3686,HF,100,100,0,1
7HO1794,HF,100,100,0,1
PARROT,HF,100,100,0,1
PASSPORT,HF,100,100,0,1
29HO3906,HF,100,100,0,1
38-17730,CHA,100,100,0,1
PAULHOLMTOPSTA,HF,100,100,0,1
11HO3297,HF,100,100,0,1
40HO2025,HF,100,100,0,1
21HO0133,HF,100,100,0,1
21HO0031,HF,100,100,0,1
52590,SM,100,100,0,1
SWPC10/45,SW,100,100,0,1
SWPC14/45,SW,100,100,0,1
SWPC4/44,SW,100,100,0,1
SWPC48/43,SW,100,100,0,1
SWPC54/43,SW,100,100,0,1
SWPC9/45,SW,100,100,0,1
73HO1926,HF,100,100,0,1
29HO6539,HF,100,100,0,1
29HO6703,HF,100,100,0,1
7HO5408,HF,100,100,0,1
29HO5285,HF,100,100,0,1
11HO1626,HF,100,100,0,1
12FFRF9,HF,100,100,0,1
H373,HF,100,100,0,1
14HO0908,HF,100,100,0,1
29HO6995,HF,100,100,0,1
29HO7324,HF,100,100,0,1
11HO1896,HF,100,100,0,1
9HO1148,HF,100,100,0,1
29HO6260,HF,100,100,0,1
29HO6309,HF,100,100,0,1
93209,HF,100,100,0,1
7HO0830,HF,100,100,0,1
9HO0650,HF,100,100,0,1
990145866,HF,100,100,0,1
20HO9001,HF,100,100,0,1
15HO0103,HF,100,100,0,1
11HO2857,HF,100,100,0,1
1HO2347,HF,100,100,0,1
29HO7217,HF,100,100,0,1
76HO0232,HF,100,100,0,1
8HO1915,HF,100,100,0,1
72HO0640,HF,100,100,0,1
11HO1515,HF,100,100,0,1
11HO0027,HF,100,100,0,1
24HO0210,HF,100,100,0,1
11HO2139,HF,100,100,0,1
PIRCHACH783,HF,100,100,0,1
52633,SM,100,100,0,1
52666,SM,100,100,0,1
7HO3952,HF,100,100,0,1
P5697,HF,100,100,0,1
70HO0252,HF,100,100,0,1
9HO1337,HF,100,100,0,1
7HO1964,HF,100,100,0,1
14HO0495,HF,100,100,0,1
9HO0816,HF,100,100,0,1
29HO1786,HF,100,100,0,1
50-1593,HF,100,100,0,1
7SM6,SM,100,100,0,1
7HO0835,HF,100,100,0,1
29HO1962,HF,100,100,0,1
24HO0108,HF,100,100,0,1
276JJ,AB,100,100,0,1
33279/03,SM,100,100,0,1
29HO8606,HF,100,100,0,1
11HO4563,HF,100,100,0,1
9HO0692,HF,100,100,0,1
29HO2785,HF,100,100,0,1
7HO1598,HF,100,100,0,1
11HO3221,HF,100,100,0,1
H386,HF,100,100,0,1
29HO6937,HF,100,100,0,1
29HO9018,HF,100,100,0,1
28HO0179,HF,100,100,0,1
21944,SM,100,100,0,1
73HO0359,HF,100,100,0,1
14HO0232,HF,100,100,0,1
72HO0132,HF,100,100,0,1
332682,HF,100,100,0,1
214704,HF,100,100,0,1
122HO1273,HF,100,100,0,1
7HO3901,HF,100,100,0,1
990150930,HF,100,100,0,1
